Title,Price,Area,address,type,area_value,price_value_trieu,price_per_m2_final,House_number,Street,Ward,District,City,progress,cleaned_street
CHO THUÊ CỬA HÀNG KINH DOANH 35M2 KHU NGÕ THÔNG NGUYÊN HỒNG,Giá: 19 triệu/tháng,Diện tích: 40 m²,"Trần Quốc Thảo, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,40.0,19.0,475000.0,,Đường Trần Quốc Thảo,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Trần Quốc Thảo
"CHO THUÊ CỬA HÀNG, KI ỐT TẠI VIỆT NAM",Giá: 11 triệu/tháng,Diện tích: 40 m²,"Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,40.0,11.0,275000.0,,Đường Láng,Phường Láng Thượng,Quận Đống Đa,Hà Nội,True,Đường Láng
CHÍNH CHỦ CHO THUÊ CỬA HÀNG MẶT ĐƯỜNG LÁNG,Giá: 11 triệu/tháng,Diện tích: 40 m²,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,40.0,11.0,275000.0,,Đường Láng,Phường Láng Thượng,Quận Đống Đa,Hà Nội,True,Đường Láng
CHÍNH CHỦ CHO THUÊ CỬA HÀNG ĐƯỜNG LÁNG GIÁ 11TR,Giá: 14 triệu/tháng,Diện tích: 51 m²,"Hiền Vương, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,51.0,14.0,274509.8039215686,,Đường Hiền Vương,Phường Phú Thạnh,Quận Tân Phú,Hồ Chí Minh,True,Đường Hiền Vương
"NGUYÊN CĂN 1 TRỆT 3 LẦU MT HIỀN VƯƠNG, KDTD, 3,4X15M, 14TR/TH",Giá: 8 triệu/tháng,Diện tích: 18 m²,"Đường Văn Cao, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,18.0,8.0,444444.4444444445,,Đường Văn Cao,Phường Phú Thạnh,Quận Tân Phú,Hồ Chí Minh,True,Đường Văn Cao
"CHO THUÊ NGUYÊN CĂN MT CĂN CAO, 1 TRỆT 2 LẦU ( 2 PN) , 4X4M, 8TR/TH",Giá: 160 triệu,Diện tích: 30 m²,"kios số 75, Đường DD5, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,30.0,160.0,5333333.333333333,,Đường DD5,Phường Tân Hưng Thuận,Quận 12,Hồ Chí Minh,True,Đường DD5
CẦN SANG KIOS MẶT TIỀN ĐƯỜNG DD5 KHU VUI CHƠI GIẢI TRÍ AN SƯƠNG,Giá: 5 triệu/tháng,Diện tích: 27 m²,"Trần Vĩnh Khiết, Phường An Bình, Quận Ninh Kiều, Cần Thơ",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,27.0,5.0,185185.1851851852,,Hẻm 6 Trần Vĩnh Kiết,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True,Đường Trần Vĩnh Kiết
MẶT BẰNG KINH DOANH TRỆT LỮNG MẶT TIỀN TRẦN VĨNH KHIẾT,Giá: 45 triệu/tháng,Diện tích: 100 m²,"Nguyễn Quý Đức, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,100.0,45.0,450000.0,2,Đường Nguyễn Quý Đức,Phường An Phú,Thủ Đức,Hồ Chí Minh,True,Đường Nguyễn Quý Đức
NHÀ MẶT TIỀN NGUYỄN QUÝ ĐỨC - KHU AN PHÚ AN KHÁNH QUẬN 2.HẦM 3 LẦU,Giá: 20 triệu/tháng,Diện tích: 200 m²,"42, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,200.0,20.0,100000.0,,,Phường Bình Trưng Đông,Thủ Đức,Hồ Chí Minh,True,Đường 
NHÀ MẶT TIỀN ĐƯỜNG 42 BTĐ Q2 GẦN GỎI BÒ KHÔ LÀI - NGANG 7M NHÀ 1 LẦU,Giá: 50 triệu/tháng,Diện tích: 250 m²,"Trương Vĩnh Ký, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,250.0,50.0,200000.0,,Đường Trương Vĩnh Ký,Phường Tân Sơn Nhì,Quận Tân Phú,Hồ Chí Minh,True,Đường Trương Vĩnh Ký
MT TRƯƠNG VĨNH KÝ 10M NGANG 3 LẦU GIÁ 50TR KO TĂNG GIÁ,Giá: 55 triệu/tháng,Diện tích: 1500 m²,"Đường Vĩnh Lộc, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,1500.0,55.0,36666.66666666666,,Đường Vĩnh Lộc,Xã Vĩnh Lộc A,Huyện Bình Chánh,Hồ Chí Minh,True,Đường Vĩnh Lộc
KHO XƯỞNG 1.500M2 MẶT TIỀN ĐƯỜNG - CONTAINER,Giá: 20 triệu/tháng,Diện tích: 119 m²,"Thân Văn Nhiếp, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,119.0,20.0,168067.2268907563,2,Đường Thân Văn Nhiếp,Phường An Phú,Thủ Đức,Hồ Chí Minh,True,Đường Thân Văn Nhiếp
"CHO THUÊ MẶT BẰNG MẶT TIỀN ĐƯỜNG THÂN VĂN NHIẾP Q2, 7M X17M TRỐNG SUỐT",Giá: 250 triệu,Diện tích: 1190 m²,"Bacu, Phường 1, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,1190.0,250.0,210084.03361344535,,,Phường 1,Vũng Tàu,Bà Rịa-Vũng Tàu,True,Đường 
CHO THUÊ MBKD MẶT TIỀN BA CU 20X50M - VỊ TRÍ ĐẮC ĐỊA,Giá: 50 triệu/tháng,Diện tích: 142 m²,"Đường Lê Văn Việt, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,142.0,50.0,352112.676056338,9,Đường Lê Văn Việt,Phường Hiệp Phú,Thủ Đức,Hồ Chí Minh,True,Đường Lê Văn Việt
BDS HVL[NC] CHO THUÊ MTKD 2XX LÊ VĂN VIỆT 6X22M GIÁ 50 TR/TH TL,Giá: 75 triệu/tháng,Diện tích: 700 m²,"Đường Thân Văn Nhiếp, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,700.0,75.0,107142.85714285714,2,Đường Thân Văn Nhiếp,Phường An Phú,Thủ Đức,Hồ Chí Minh,True,Đường Thân Văn Nhiếp
MẶT BẰNG MẶT TIỀN KD THÂN VĂN NHIẾP AN PHÚ QUẬN 2 NGANG 13M NỞ HẬU,Giá: 87 triệu/tháng,Diện tích: 160 m²,"Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,160.0,87.0,543750.0,,Đường Nguyễn Đức Cảnh,Phường Tân Phong,Quận 7,Hồ Chí Minh,True,Đường Nguyễn Đức Cảnh
"CHO THUÊ RẺ SHOP MẶT TIỀN ĐƯỜNG NGUYỄN ĐỨC CẢNH, PHÚ MỸ HƯNG, QUẬN 7",Giá: 9 triệu/tháng,Diện tích: 66 m²,"Sầm Sơn, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,66.0,9.0,136363.63636363635,,Đường Sầm Sơn,Phường 4,Quận Tân Bình,Hồ Chí Minh,True,Đường Sầm Sơn
"MẶT BẰNG KINH DOANH 66M, CÓ GÁC LỬNG Ở MẶT TIỀN SẦM SƠN, Q.TÂN BÌNH",Giá: 65 triệu/tháng,Diện tích: 180 m²,"Trần Hưng Ðạo, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,180.0,65.0,361111.1111111111,,Đường Trần Hưng Đạo,Phường Cô Giang,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
"NGANG 8M - NHÀ GÓC 2MT TRẦN HƯNG ĐẠO, P CÔ GIANG, QUẬN 1, CHỈ 80TR/TH",Giá: 50 triệu/tháng,Diện tích: 135 m²,"Thái Văn Lung, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,135.0,50.0,370370.3703703704,,Đường Thái Văn Lung,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Thái Văn Lung
"CHO THUÊ NHÀ MT 8A THÁI VĂN LUNG, P BẾN NGHÉ, QUẬN 1 - NGANG 4,5X15M",Giá: 18 triệu/tháng,Diện tích: 100 m²,"Đường Thân Văn Nhiếp, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,100.0,18.0,180000.0,2,Đường Thân Văn Nhiếp,Phường An Phú,Thủ Đức,Hồ Chí Minh,True,Đường Thân Văn Nhiếp
"NHÀ MẶT TIỀN KINH DOANH BUÔN BÁN ĐƯỜNG THÂN VĂN NHIẾP QUẬN 2, GIÁ TL",Giá: 40 triệu/tháng,Diện tích: 86 m²,"Đường Thân Văn Nhiếp, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,86.0,40.0,465116.27906976745,2,Đường Thân Văn Nhiếp,Phường An Phú,Thủ Đức,Hồ Chí Minh,True,Đường Thân Văn Nhiếp
NHÀ MẶT TIỀN NGUYỄN THỊ ĐỊNH QUẬN 2.GẦN CHỢ CÂY XOÀI.3L SÂN ĐẬU XE,Giá: 170 triệu,Diện tích: 1200 m²,"PASTUER, Phường 10, Quận 3, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,1200.0,170.0,141666.66666666666,10,Đường Pasteur,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Pasteur
CHO THUÊ MẶT TIỀN ĐƯỜNG PASTEUR QUẬN 3,Giá: 25 triệu/tháng,Diện tích: 100 m²,"Tân Hưng, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,100.0,25.0,250000.0,,,Phường Tân Hưng,Quận 7,Hồ Chí Minh,True,Đường 
CHO THUÊ MẶT BẰNG GÓC 2 MẶT TIỀN ĐẸP KDC HIM LAM QUẬN 7,Giá: 20 triệu/tháng,Diện tích: 110 m²,"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,110.0,20.0,181818.18181818185,,Đường Tân Kỳ Tân Quý,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,True,Đường Tân Kỳ Tân Quý
CHO THUÊ GÓC 2 MẶT TIỀN KINH DOANH,Giá: 18 triệu/tháng,Diện tích: 180 m²,"Đường Nguyễn Duy Trinh, Phường Long Trường, Thủ Đức, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,180.0,18.0,100000.0,,Đường Nguyễn Duy Trinh,Phường Long Trường,Thủ Đức,Hồ Chí Minh,True,Đường Nguyễn Duy Trinh
"CHO THUÊ NHÀ MẶT TIỀN KINH DOANH, ĐƯỜNG NGUYỄN DUY TRINH",Giá: 5 triệu/tháng,Diện tích: 70 m²,"Hẻm Lò Mổ, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,70.0,5.0,71428.57142857143,,Hẻm Lò Mổ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True,Hẻm Lò Mổ
"CHO THUÊ NHÀ TRỆT LỬNG MẶT TIỀN LÒ MỔ, AN KHÁNH, NINH KIỀU, CẦN THƠ",Giá: 45 triệu/tháng,Diện tích: 200 m²,"Lũy Bán Bích, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,200.0,45.0,225000.0,,Đường Lũy Bán Bích,Phường Hiệp Tân,Quận Tân Phú,Hồ Chí Minh,True,Đường Lũy Bán Bích
"MT LŨY BÁN BÍCH, 8M X 25M, GẦN NGÃ TƯ THẠCH LAM",Giá: 30 triệu/tháng,Diện tích: 450 m²,"Bình Phú, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,450.0,30.0,66666.66666666667,,Cầu Bình Phú,Phường Tam Phú,Thủ Đức,Hồ Chí Minh,True,Đường Cầu Bình Phú
"CHO THUÊ MẶT BẰNG TẦNG 1 SÔ 962 ĐƯỜNG LÁNG, DT 45M2",Giá: 180 triệu,Diện tích: 300 m²,"Đường Tô Hiến Thành, Phường 13, Quận 10, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,300.0,180.0,600000.0,,Đường Tô Hiến Thành,Phường 13,Quận 10,Hồ Chí Minh,True,Đường Tô Hiến Thành
"CHO THUÊ GÓC 2 MẶT TIỀN: QUẬN 10, TÔ HIẾN THÀNH, DT: 25X12 KC;TRỆT LẦU",Giá: 85 triệu/tháng,Diện tích: 200 m²,"Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,200.0,85.0,425000.0,,Đường Mạc Đĩnh Chi,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Mạc Đĩnh Chi
"CHO THUÊ CỬA HÀNG, KI ỐT TẠI VIỆT NAM",Giá: 30 triệu/tháng,Diện tích: 125 m²,"Dự án KĐT Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,125.0,30.0,240000.0,,Đường Lê Trọng Tấn,Phường La Khê,Quận Hà Đông,Hà Nội,True,Đường Lê Trọng Tấn
"CHUYỂN NHƯỢNG QUÁN CAFE VĂN PHÚ, QUẬN HÀ ĐÔNG, HÀ NỘI","Giá: 2,2 triệu/tháng",Diện tích: 50 m²,"Đường ĐT 824, Thị trấn Đức Hòa, Đức Hòa, Long An",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,50.0,2.2,44000.0,,Đường Tỉnh 824,Thị Trấn Đức Hòa,Huyện Đức Hòa,Long An,True,Đường Tỉnh 824
SANG QUÁN 8T. ĐANG KD QUAN BÚN MẮM. MB THUÊ RẺ KO ĐẶT CỌC GÌ HẾT 2TR2 BAO ĐIỆN NƯỚC. 0934 044 431,Giá: 28 triệu/tháng,Diện tích: 80 m²,"Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,80.0,28.0,350000.0,,Đường Nguyễn Văn Thoại,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,True,Đường Nguyễn Văn Thoại
MẶT BẰNG NGUYỄN VĂN THOẠI 2 MẶT TIỀN,Giá: 19 triệu/tháng,Diện tích: 250 m²,"143, Nguyễn Đức Thuận, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,250.0,19.0,76000.0,133/25,Đường Nguyễn Đức Thuận,Phường 13,Quận Tân Bình,Hồ Chí Minh,True,Đường Nguyễn Đức Thuận
"NHÀ NGUYÊN CĂN 80M2 MT NGUYỄN ĐỨC THUẬN, TÂN BÌNH.",Giá: 80 triệu/tháng,Diện tích: 600 m²,"MT QL13, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,600.0,80.0,133333.33333333334,,,Phường Phước Bình,Thủ Đức,Hồ Chí Minh,True,Đường 
MTKD QL13 CỰC ĐẸP,Giá: 33 triệu/tháng,Diện tích: 550 m²,"liên ấp, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,550.0,33.0,60000.0,,,Xã Vĩnh Lộc B,Huyện Bình Chánh,Hồ Chí Minh,True,Đường 
CHO THUÊ 550M2 KHO/XƯỞNG-MẶT TIỀN ĐƯỜNG-NHƯ HÌNH-CHỈ 33TR,Giá: 80 triệu/tháng,Diện tích: 700 m²,"Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,700.0,80.0,114285.71428571428,,Bờ Bao Tân Thắng,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,True,Đường Bờ Bao Tân Thắng
CHO THUÊ MẶT TIỀN LỚN ĐƯỜNG BỜ BAO TÂN THẮNG,Giá: 20 triệu/tháng,Diện tích: 120 m²,"Đường Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,120.0,20.0,166666.66666666666,,Đường Lũy Bán Bích,Phường Phú Thạnh,Quận Tân Phú,Hồ Chí Minh,True,Đường Lũy Bán Bích
"TÂN PHÚ-MẶT TIỀN KINH DOANH-VỊ TRÍ ĐẸP,CHỈ 20TR",Giá: 40 triệu/tháng,Diện tích: 135 m²,"CMT8, Phường 11, Quận 3, Tp Hồ Chí Minh,Phường 11,Quận 3,Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,135.0,40.0,296296.2962962963,,,Phường 11,Quận 3,Hồ Chí Minh,True,Đường 
MT CMT8 Q3,Giá: 50 triệu/tháng,Diện tích: 500 m²,"Trương Vĩnh Ký, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,500.0,50.0,100000.0,,Đường Trương Vĩnh Ký,Phường Tân Thành,Quận Tân Phú,Hồ Chí Minh,True,Đường Trương Vĩnh Ký
CHO THUÊ NHÀ NGANG 10M MẶT TIỀN SẦM UẤT ĐƯỜNG TRƯƠNG VĨNH KÝ,Giá: 9 triệu/tháng,Diện tích: 73 m²,"Đường 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,73.0,9.0,123287.67123287672,,Đường 59,Phường 14,Quận Gò Vấp,Hồ Chí Minh,True,Đường 59
"CHO THUÊ NHÀ MT ĐỂ BUÔN BÁN , KINH DOANH. NỘI THẤT CƠ BẢN.",Giá: 65 triệu/tháng,Diện tích: 2700 m²,"Tỉnh Lộ 7, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,2700.0,65.0,24074.074074074077,,Tỉnh Lộ 7,Xã An Nhơn Tây,Huyện Củ Chi,Hồ Chí Minh,True,Đường Tỉnh Lộ 7
KHO & XƯỞNG PCCC MT TỈNH LỘ 7,Giá: 17 triệu/tháng,Diện tích: 60 m²,"22A Đường Thanh Đa, Phường 27, Bình Thạnh, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,60.0,17.0,283333.3333333333,22A,Đường Thanh Đa,Phường 27,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Thanh Đa
MẶT BẰNG CHO THUÊ ĐƯỜNG THANH ĐA P27 ĐỐI DIỆN TRƯỜNG CÔNG ĐOÀN,Giá: 75 triệu/tháng,Diện tích: 220 m²,"Đường 1, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,220.0,75.0,340909.0909090909,1,Đường Số 1,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,True,Đường Số 1
"CHO THUÊ MẶT BẰNG CĂN GÓC, KDC TRUNG SƠN (12M X 20M) GIÁ: 75 TRIỆU/THÁNG, THÍCH HỢP CAFE, ĂN UỐNG","Giá: 3,3 triệu/tháng",Diện tích: 25 m²,"Phạm Viết Chánh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,25.0,3.3,132000.0,,Đường Phạm Viết Chánh,Phường Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng,True,Đường Phạm Viết Chánh
CHO THUÊ CĂN MẶT TIỀN - VỪA Ở VỪA KINH DOANH THUẬN TIỆN - CẨM LỆ,Giá: 18 triệu/tháng,Diện tích: 72 m²,"Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,72.0,18.0,250000.0,,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,True,Đường 
"MẶT BẰNG GẦN HOÀNG QUỐC VIỆT, XE Ô TÔ ĐỖ NGÀY ĐÊM, PHÙ HỢP GIA ĐÌNH KẾT HỢP KINH DOANH, BUÔN BÁN",Giá: 45 triệu/tháng,Diện tích: 500 m²,"Đường Nguyễn Trung Trực, Phường Dương Đông, Phú Quốc, Kiên Giang",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,500.0,45.0,90000.0,,Đường Nguyễn Trung Trực,Phường Dương Đông,Phú Quốc,Kiên Giang,True,Đường Nguyễn Trung Trực
"CHÍNH CHỦ CHO THUÊ 500M2 SỐ 299 ĐƯỜNG ĐƯỜNG NGUYỄN TRUNG TRỰC, DƯƠNG ĐÔNG PHÙ HỢP MỌI LOẠI HÌNH KD",Giá: 6 triệu/tháng,Diện tích: 90 m²,"Đường Chu Văn An, Phường Liêm Chính, Phủ Lý, Hà Nam",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,90.0,6.0,66666.66666666667,,Phố Chu Văn An,Phường Liêm Chính,Phủ Lý,Hà Nam,True,Phố Chu Văn An
"CHÍNH CHỦ - CHO THUÊ 3 KIOT BÁN HÀNG TẠI ĐƯỜNG CHU VĂN AN, PHƯỜNG LIÊM CHÍNH, PHỦ LÝ",Giá: 105 triệu,Diện tích: 730 m²,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,730.0,105.0,143835.61643835617,,Đường Trần Quang Khải,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Trần Quang Khải
(6X22M HẦM 6 TẦNG) TÒA NHÀ MẶT TIỀN TRẦN QUANG KHẢI GIÁ RẺ ĐÓN TẾT,Giá: 50 triệu/tháng,Diện tích: 600 m²,"QL. 61C, Xã Nhơn Nghĩa, Huyện Phong Điền, Cần Thơ",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,600.0,50.0,83333.33333333333,,Quốc Lộ 61C,Xã Nhơn Nghĩa,Huyện Phong Điền,Cần Thơ,True,Quốc Lộ 61C
KHO CÓ BÃI ĐẬU XE TẢI 10M MẶT TIỀN QL61C GẦN CÂY XĂNG DƯƠNG HÙNG,Giá: 130 triệu,Diện tích: 840 m²,"Đường Hai Bà Trưng, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,840.0,130.0,154761.90476190476,,Đường Hai Bà Trưng,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Hai Bà Trưng
6X26M 7 TẦNG CÓ THANG MÁY CHO THUÊ TÒA NHÀ MẶT TIỀN HAI BÀ TRƯNG,Giá: 12 triệu/tháng,Diện tích: 35 m²,"Trương Định, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,35.0,12.0,342857.14285714284,,Đường Trương Định,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Trương Định
CHO THUÊ MẶT BẰNG NGAY MẶT TIỀN TRƯƠNG ĐỊNH GIAO NGUYỄN ĐÌNH CHIỂU Q.3,Giá: 80 triệu/tháng,Diện tích: 150 m²,"Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,150.0,80.0,533333.3333333334,,Đường Mạc Đĩnh Chi,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Mạc Đĩnh Chi
"THUÊ MẶT TIỀN MẠC ĐĨNH CHI “16X6M”, HỢP KINH DOANH NHÀ HÀNG, QUÁN ĂN",Giá: 110 triệu,Diện tích: 1000 m²,"Đường Hai Bà Trưng, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,1000.0,110.0,110000.0,,Đường Hai Bà Trưng,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Hai Bà Trưng
"CHO THUÊ NHÀ MẶT TIỀN HAI BÀ TRƯNG Q1, NGANG 14M-10PN-KINH DOANH TỰ DO",Giá: 140 triệu,Diện tích: 2200 m²,"Ngã Tư Bà Điểm, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,2200.0,140.0,63636.36363636364,,Đường Bà Điểm 9,Xã Bà Điểm,Huyện Hóc Môn,Hồ Chí Minh,True,Đường Bà Điểm 9
